global_ic,regime_ic,shrunk_ic,regime_days,icir,direction,source,weight,window,regime,factor
-0.002517806446122913,-0.00463300928980562,-0.003834819537472523,66,0.23668529799566063,-1,REGIME,0.043080334643177766,3,HIGH_VOL_DOWN,liquidity_score
-0.0008759971635119019,-0.0008759971635119019,-0.0008759971635119018,1,0.0,-1,GLOBAL_FALLBACK,0.012499746501388772,3,TREND_DOWN,relative_strength
0.024909034779588998,0.024909034779588998,0.024909034779588998,1,0.0,1,GLOBAL_FALLBACK,0.3554310827798799,3,TREND_DOWN,trend_score
0.01447485819151739,0.01447485819151739,0.01447485819151739,1,0.0,1,GLOBAL_FALLBACK,0.20654411403817274,3,TREND_DOWN,momentum_score
-0.02730349773904562,-0.02730349773904562,-0.02730349773904562,1,0.0,-1,GLOBAL_FALLBACK,0.3895980655588901,3,TREND_DOWN,volatility_score
-0.002517806446122913,-0.002517806446122913,-0.002517806446122913,1,0.0,-1,GLOBAL_FALLBACK,0.035926991121668604,3,TREND_DOWN,liquidity_score
-0.002498256051371393,-0.002498256051371393,-0.002498256051371393,9,1.012615830100765,-1,GLOBAL_FALLBACK,0.044830565974584756,4,LOW_VOL,relative_strength
0.008500693261883954,0.008500693261883954,0.008500693261883954,9,0.49855527033433666,1,GLOBAL_FALLBACK,0.0751035072235929,4,LOW_VOL,trend_score
0.0054446354129277195,0.0054446354129277195,0.0054446354129277195,9,1.2990108305403991,1,GLOBAL_FALLBACK,0.1253355112661318,4,LOW_VOL,momentum_score
-0.020724214597956852,-0.020724214597956852,-0.020724214597956852,9,1.7040982336983546,-1,GLOBAL_FALLBACK,0.45,4,LOW_VOL,volatility_score
-0.013172770957161265,-0.013172770957161265,-0.013172770957161265,9,1.3054074953714805,-1,GLOBAL_FALLBACK,0.3047304155356906,4,LOW_VOL,liquidity_score
-0.002498256051371393,-0.002498256051371393,-0.002498256051371393,11,1.6377329468163992,-1,GLOBAL_FALLBACK,0.05878965636050315,4,HIGH_VOL_UP,relative_strength
0.008500693261883954,0.008500693261883954,0.008500693261883954,11,1.803412457727053,1,GLOBAL_FALLBACK,0.22027758093230726,4,HIGH_VOL_UP,trend_score
0.0054446354129277195,0.0054446354129277195,0.0054446354129277195,11,1.7349715083703523,1,GLOBAL_FALLBACK,0.13573193436365927,4,HIGH_VOL_UP,momentum_score
-0.020724214597956852,-0.020724214597956852,-0.020724214597956852,11,1.3194465132970996,-1,GLOBAL_FALLBACK,0.3929078974169136,4,HIGH_VOL_UP,volatility_score
-0.013172770957161265,-0.013172770957161265,-0.013172770957161264,11,1.0159335223727586,-1,GLOBAL_FALLBACK,0.19229293092661676,4,HIGH_VOL_UP,liquidity_score
-0.002498256051371393,-0.0021718066273730464,-0.0023894395767052774,20,0.0655760862099858,-1,REGIME,0.024823551027806486,4,SIDEWAYS,relative_strength
0.008500693261883954,0.04482824624677785,0.02060987759018192,20,1.020932901212996,1,REGIME,0.45,4,SIDEWAYS,trend_score
0.0054446354129277195,-0.003243299862595908,0.0025486569877531777,20,0.08453083652915394,1,REGIME,0.026477638273282072,4,SIDEWAYS,momentum_score
-0.020724214597956852,0.013354665201252081,-0.009364587998220543,20,0.33763587287347674,-1,REGIME,0.32847711153353315,4,SIDEWAYS,volatility_score
-0.013172770957161265,0.013946221853003826,-0.0041331066871062375,20,0.3964335947275251,-1,REGIME,0.17022169916537833,4,SIDEWAYS,liquidity_score
-0.002498256051371393,-0.002498256051371393,-0.0024982560513713936,8,0.08033215827251963,-1,GLOBAL_FALLBACK,0.008714713113859367,4,TREND_UP,relative_strength
0.008500693261883954,0.008500693261883954,0.008500693261883954,8,3.5652610766870683,1,GLOBAL_FALLBACK,0.45,4,TREND_UP,trend_score
0.0054446354129277195,0.0054446354129277195,0.0054446354129277195,8,0.06277736769447062,1,GLOBAL_FALLBACK,0.018992623116905073,4,TREND_UP,momentum_score
-0.020724214597956852,-0.020724214597956852,-0.020724214597956852,8,0.038161451835182734,-1,GLOBAL_FALLBACK,0.0722926637692356,4,TREND_UP,volatility_score
-0.013172770957161265,-0.013172770957161265,-0.013172770957161267,8,2.6962417288074914,-1,GLOBAL_FALLBACK,0.45,4,TREND_UP,liquidity_score
-0.002498256051371393,-0.0013802710688516613,-0.0017943395808960065,68,0.05450321391531446,-1,REGIME,0.003433809040837129,4,HIGH_VOL_DOWN,relative_strength
0.008500693261883954,-0.029196036640545913,-0.015234284824831149,68,0.9805074287011676,-1,REGIME,0.28585412387351467,4,HIGH_VOL_DOWN,trend_score
0.0054446354129277195,0.00769293819955741,0.006860233463768637,68,0.31560152029865374,1,REGIME,0.04143329620452272,4,HIGH_VOL_DOWN,momentum_score
-0.020724214597956852,-0.03778504887963177,-0.03146622136790032,68,1.389924755165489,-1,REGIME,0.45,4,HIGH_VOL_DOWN,volatility_score
-0.013172770957161265,-0.015914961346700385,-0.014899335276500711,68,0.7690564034143905,-1,REGIME,0.2192787708811255,4,HIGH_VOL_DOWN,liquidity_score
