scenario,factor_a,factor_b,state_a,state_b,target_outcome,episodes,total_observations,target_consistency_pct,positive_uplift_pct,positive_return_pct,mean_target_uplift_pct,median_target_uplift_pct,worst_target_uplift_pct,mean_return_5d,median_return_5d,worst_episode_mean_return_5d,best_episode_mean_return_5d,return_positive_minus_negative_balance,decision,research_status
CHOPPY,intelligence_score,relative_strength,HIGH,HIGH,DOWN,6,328,83.33333333333334,66.66666666666666,33.33333333333333,1.8509621421308087,2.1006549008822972,-14.764537572876108,-0.31859183274703123,-0.29996665457184324,-1.5136314285714283,0.9023395348837208,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,momentum_score,volatility_score,HIGH,HIGH,DOWN,6,456,66.66666666666666,66.66666666666666,33.33333333333333,6.0195981692446985,5.491631667585178,-14.491648511256365,-0.320117342232291,-0.3852564909825871,-1.2921235294117648,0.9643589285714286,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,intelligence_score,momentum_score,HIGH,HIGH,DOWN,8,1020,62.5,62.5,37.5,7.314822321806809,7.034967831666762,-9.750151819968856,-0.32674406042517434,-0.22010110177881392,-1.894291156462585,0.964415625,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,change_pct,intelligence_score,LOW,LOW,DOWN,6,319,66.66666666666666,66.66666666666666,33.33333333333333,8.245826879684914,9.05552114507628,-7.632714147372127,-0.34947108882099714,-0.26234059853190284,-2.945575,1.6694688888888891,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,relative_strength,trend_score,LOW,HIGH,DOWN,8,684,62.5,62.5,37.5,4.00853386914217,4.219277497587477,-15.862460926399546,-0.3500124208341622,-0.2267715137401024,-2.1245837837837835,1.095642028985507,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,change_pct,momentum_score,LOW,HIGH,DOWN,7,279,57.14285714285714,57.14285714285714,42.857142857142854,5.6386274716543126,9.80945902895568,-15.468055579953276,-0.3536815367966616,-0.2114486486486486,-1.9814585365853656,0.9352925,-1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,trend_score,liquidity_score,HIGH,HIGH,DOWN,8,937,62.5,62.5,37.5,8.0484857900097,8.491022091702217,-14.614197530864203,-0.36874850615722843,-0.27673606842027476,-2.215763235294117,1.18553125,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,change_pct,trend_score,HIGH,HIGH,DOWN,8,946,62.5,62.5,37.5,5.478728801907923,7.810167486454702,-24.811565951916837,-0.3728209897763918,-0.399003869047619,-1.7123828125,0.580015789473684,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,trend_score,momentum_score,LOW,LOW,DOWN,6,336,83.33333333333334,66.66666666666666,16.666666666666664,6.590929444771068,5.614763453746505,-9.97186852235712,-0.37805377637958165,-0.07008273809523805,-2.781409375,1.302087755102041,-4.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,intelligence_score,trend_score,LOW,HIGH,DOWN,7,311,57.14285714285714,57.14285714285714,28.57142857142857,1.7750928405636637,1.8543340926986716,-30.239197530864203,-0.39035201562281346,-0.5329479166666667,-1.2302729166666666,0.7033246153846154,-3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,intelligence_score,liquidity_score,HIGH,HIGH,DOWN,8,1043,62.5,62.5,37.5,8.535264144016818,5.858956746130232,-11.170319979843796,-0.39364932418216225,-0.14113749878463774,-2.135664705882353,0.9556591836734696,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,change_pct,momentum_score,LOW,LOW,DOWN,7,489,71.42857142857143,71.42857142857143,28.57142857142857,6.192608442168504,7.785895187999216,-8.68701819303115,-0.39419416760482145,-0.4071108910891088,-2.778133333333333,1.560836,-3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,change_pct,trend_score,HIGH,HIGH,DOWN,5,365,60.0,60.0,20.0,1.7515000935849536,1.7414181909295934,-18.789582295595242,-0.39558835920111635,-0.2894836538461537,-1.6098306122448982,0.9067826923076924,-3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,momentum_score,volatility_score,LOW,LOW,DOWN,6,377,66.66666666666666,66.66666666666666,33.33333333333333,6.884904508293784,4.081978401755169,-9.509591024249001,-0.40844055736156254,-0.4493845833333333,-2.943976666666666,1.148286046511628,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,trend_score,liquidity_score,HIGH,LOW,DOWN,8,582,62.5,62.5,37.5,1.9773446595380855,7.208300651856369,-24.811565951916837,-0.4088725449443475,-0.6513819358178055,-1.274979661016949,0.7582854166666667,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,trend_score,momentum_score,HIGH,HIGH,DOWN,5,372,60.0,60.0,20.0,2.5487666955746255,0.15572318418195152,-17.61218826105836,-0.40957461445963383,-0.3796084507042253,-1.3415939393939391,0.972204081632653,-3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,intelligence_score,trend_score,HIGH,HIGH,DOWN,8,1191,62.5,62.5,37.5,7.684725185186655,9.619364959783752,-12.530864197530875,-0.41401797272021335,-0.4412539621650027,-2.047568817204301,0.820637037037037,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,change_pct,relative_strength,LOW,LOW,DOWN,7,437,71.42857142857143,57.14285714285714,28.57142857142857,5.734212802055491,6.8534532457050545,-8.442886737632087,-0.42477587527407606,-0.3660782608695653,-2.948092592592593,1.464757746478873,-3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,change_pct,volatility_score,LOW,LOW,DOWN,6,359,66.66666666666666,66.66666666666666,33.33333333333333,6.013715884225327,5.6603952099045785,-9.509591024249001,-0.43603442608806375,-0.529412091503268,-3.514613636363636,1.5431324324324325,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,change_pct,liquidity_score,HIGH,HIGH,DOWN,7,398,71.42857142857143,57.14285714285714,42.857142857142854,6.301807648715339,3.6986783255439946,-10.360777058279371,-0.4378123707261589,-0.1607340909090909,-2.115047619047619,0.6998083333333333,-1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,intelligence_score,volatility_score,HIGH,LOW,DOWN,7,902,71.42857142857143,71.42857142857143,42.857142857142854,9.080848006572555,6.866096303175183,-11.283254776471516,-0.4415232075794529,-0.3006255813953488,-1.7874340425531912,0.6408338709677418,-1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,trend_score,volatility_score,HIGH,HIGH,DOWN,6,468,66.66666666666666,66.66666666666666,33.33333333333333,5.932908769745789,9.325545562793469,-16.452432824981848,-0.44602255516009914,-0.5669592936223297,-1.8261014925373131,0.8462209677419356,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,change_pct,trend_score,LOW,HIGH,DOWN,8,573,50.0,50.0,25.0,4.853879046585096,5.460590607947964,-14.614197530864203,-0.4466985379357189,-0.32797511337868485,-2.223373333333333,1.1395054545454544,-4.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,trend_score,volatility_score,HIGH,LOW,DOWN,7,1007,71.42857142857143,71.42857142857143,28.57142857142857,9.05966564806168,6.8925233644859745,-10.53715527135271,-0.4546095918169747,-0.1758136363636363,-1.7257816666666668,0.6952848484848484,-3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,momentum_score,liquidity_score,HIGH,HIGH,DOWN,7,373,71.42857142857143,85.71428571428571,28.57142857142857,7.6812449861870515,8.401337219269678,-8.020351526364479,-0.47064512710973244,-0.3795977272727274,-2.2687666666666666,0.7697954545454544,-3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,relative_strength,trend_score,LOW,LOW,DOWN,6,303,66.66666666666666,66.66666666666666,16.666666666666664,10.188824623175181,6.0267767678094835,-3.020351526364479,-0.48690806850934204,-0.3103354158454868,-2.802390476190476,1.199675,-4.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,change_pct,trend_score,LOW,LOW,DOWN,6,282,66.66666666666666,66.66666666666666,33.33333333333333,9.615839561915275,10.59947361876792,-3.8740100629498357,-0.48915033523892015,-0.22077602459016385,-3.2503041666666665,1.518236585365854,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,momentum_score,liquidity_score,LOW,HIGH,DOWN,7,377,57.14285714285714,57.14285714285714,42.857142857142854,7.0762220253804955,6.4882545346416975,-6.538870044882998,-0.48929401935101924,-0.670236,-2.597995238095238,0.8649203703703705,-1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,relative_strength,trend_score,HIGH,HIGH,DOWN,8,835,75.0,75.0,37.5,7.421112014034577,11.22800041864063,-24.295570079883806,-0.49494565129869206,-0.4827736400767375,-1.7180861538461538,0.4885465408805031,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,volatility_score,liquidity_score,HIGH,HIGH,DOWN,7,413,85.71428571428571,85.71428571428571,42.857142857142854,12.069118545129625,7.320261437908499,-2.61689170975567,-0.4974591093173279,-0.4617012820512822,-1.8288625,0.5164150943396226,-1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,trend_score,momentum_score,HIGH,HIGH,DOWN,8,1167,62.5,62.5,25.0,6.275224865476751,9.189443285172917,-17.603327965646812,-0.5160629099397622,-0.43666059609250396,-1.8836865384615384,0.6723419047619048,-4.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,relative_strength,volatility_score,LOW,LOW,DOWN,7,374,71.42857142857143,57.14285714285714,28.57142857142857,9.074176153847382,9.44372012168622,-7.464795970808918,-0.5378012080216905,-0.5117880733944955,-2.896676923076923,1.0441694444444445,-3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,relative_strength,liquidity_score,LOW,HIGH,DOWN,6,352,66.66666666666666,83.33333333333334,50.0,8.43106111554237,5.926132962790426,-6.770351526364479,-0.5475214937982386,-0.4095079844961241,-2.6050896551724145,0.6901229166666666,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,intelligence_score,momentum_score,HIGH,HIGH,DOWN,5,319,80.0,80.0,20.0,4.906715289743623,5.861334432763002,-15.798129304142257,-0.5478019688379334,-0.8956367346938776,-1.3825395061728396,0.9183355555555552,-3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,relative_strength,liquidity_score,HIGH,LOW,UP,6,228,66.66666666666666,66.66666666666666,33.33333333333333,-0.29840414762010664,4.302820448476528,-40.305493964030546,-0.5521049847514142,-0.355720928030303,-2.6820045454545456,1.0877333333333332,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,change_pct,liquidity_score,HIGH,LOW,UP,6,254,66.66666666666666,66.66666666666666,50.0,-1.4328718997305678,2.911612154283169,-41.402672647416125,-0.566914846902778,-0.18072939976689978,-2.6674965517241382,0.7296166666666667,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,change_pct,intelligence_score,HIGH,HIGH,DOWN,5,315,80.0,80.0,20.0,4.9301310868633195,6.725719603802432,-17.187018193031143,-0.5701317643780437,-0.6527870370370371,-1.682864556962025,0.8508291666666667,-3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,intelligence_score,momentum_score,HIGH,LOW,DOWN,8,307,62.5,62.5,50.0,9.626054232592779,7.735510454875239,-15.094966761633433,-0.5753881144718644,-0.28536158008658014,-3.32158,0.6237307692307693,0.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,change_pct,intelligence_score,LOW,HIGH,DOWN,8,474,50.0,50.0,37.5,9.143761932754359,3.5176655271582753,-7.278400407539479,-0.5870931530045532,-0.35087979166666666,-3.0205031250000003,0.878124074074074,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,intelligence_score,relative_strength,HIGH,LOW,DOWN,8,583,62.5,62.5,37.5,10.058299072714876,8.261918247899551,-9.294529439797543,-0.6379568065221339,-0.40101879545454533,-3.3311875,0.7926298507462688,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,intelligence_score,liquidity_score,LOW,HIGH,DOWN,6,299,83.33333333333334,66.66666666666666,16.666666666666664,7.822185387966358,1.5637385060857945,-2.5343018563357447,-0.6436212570684198,-0.3398681746031747,-2.539131707317073,0.2281064516129032,-4.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,trend_score,momentum_score,LOW,HIGH,DOWN,5,191,80.0,80.0,40.0,10.452587927773296,7.83116178067317,-5.875706214689274,-0.6568127454844006,-0.6456689655172415,-2.497421428571428,0.5164099999999999,-1.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,momentum_score,liquidity_score,HIGH,LOW,DOWN,6,230,50.0,66.66666666666666,16.666666666666664,4.318049062412915,1.992386656130268,-23.02035152636448,-0.6825033641263379,-0.4100362727272727,-2.779570833333333,0.8394899999999998,-4.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
TREND_UP,intelligence_score,volatility_score,HIGH,HIGH,DOWN,6,390,66.66666666666666,66.66666666666666,16.666666666666664,12.371861015869163,10.33338497967641,-5.065359477124183,-0.7505038663478296,-0.6482621685393257,-2.170835416666667,0.6318666666666667,-4.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,trend_score,liquidity_score,LOW,HIGH,DOWN,6,351,83.33333333333334,83.33333333333334,33.33333333333333,10.414950668552711,5.007088254081776,-0.10043942247331472,-0.7613902539523411,-0.48955430663221355,-2.5222519999999995,0.0985135135135134,-2.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
CHOPPY,volatility_score,liquidity_score,LOW,LOW,DOWN,5,219,80.0,80.0,20.0,15.261870162727345,15.05657518512183,-8.954035468693451,-1.300424152935979,-0.6187650602409638,-3.058503225806452,0.3836244444444444,-3.0,NOT_ECONOMICALLY_ROBUST,RESEARCH_ONLY
