scenario,factor,horizon_days,global_oos_fold_count,oos_fold_count,oos_finite_ic_folds,regime_total_dates,regime_oos_dates,oos_usable_dates,mean_stocks_per_date,oos_mean_ic,oos_ic_std,oos_icir,oos_positive_ic_fold_pct,mean_top_quintile_return,mean_bottom_quintile_return,mean_quintile_spread,positive_spread_fold_pct,bootstrap_95ci_low,bootstrap_95ci_high,raw_sign_test_p_value,adjusted_p_value,evidence_classification
HIGH_VOL,momentum_score,5,7,1,1,5,5,5,49.0,-0.0037443916403505917,,,0.0,1.9622059999999997,1.7908777777777778,0.1713282222222218,100.0,0.1713282222222218,0.1713282222222218,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,momentum_score,10,7,1,1,5,5,5,49.0,-0.0499195747025932,,,0.0,1.228468,2.020317777777778,-0.7918497777777779,0.0,-0.7918497777777779,-0.7918497777777779,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,momentum_score,20,7,1,1,5,5,5,49.0,0.005775015599566018,,,100.0,2.8101019999999997,2.0082533333333332,0.8018486666666667,100.0,0.8018486666666667,0.8018486666666667,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,relative_strength,1,7,1,1,5,5,5,49.0,-0.22373013923195142,,,0.0,-0.05302999999999993,0.9421615555555555,-0.9951915555555553,0.0,-0.9951915555555553,-0.9951915555555553,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,relative_strength,5,7,1,1,5,5,5,49.0,-0.08784119308983909,,,0.0,1.6943759999999997,2.4122606666666666,-0.7178846666666668,0.0,-0.7178846666666668,-0.7178846666666668,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,relative_strength,10,7,1,1,5,5,5,49.0,-0.04266409913989657,,,0.0,1.5310700000000002,2.0768922222222224,-0.5458222222222222,0.0,-0.5458222222222222,-0.5458222222222222,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,relative_strength,20,7,1,1,5,5,5,49.0,-0.002264778451470556,,,0.0,1.8020720000000001,2.110274444444444,-0.30820244444444417,0.0,-0.30820244444444417,-0.30820244444444417,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,trend_score,1,7,1,1,5,5,5,49.0,-0.0027409352281071,,,0.0,-0.08311428571428581,0.6591062500000001,-0.7422205357142859,0.0,-0.7422205357142859,-0.7422205357142859,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,trend_score,5,7,1,1,5,5,5,49.0,0.12157175620860436,,,100.0,2.1978402597402598,2.384638888888889,-0.18679862914862932,0.0,-0.18679862914862932,-0.18679862914862932,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,trend_score,10,7,1,1,5,5,5,49.0,-0.13061915572753008,,,0.0,-1.1197363636363635,3.33849375,-4.458230113636364,0.0,-4.458230113636364,-4.458230113636364,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,trend_score,20,7,1,1,5,5,5,49.0,-0.14618187176693762,,,0.0,-1.1015759740259738,6.917522916666666,-8.01909889069264,0.0,-8.01909889069264,-8.01909889069264,1.0,1.0,TEMPORALLY_INADEQUATE
