scenario_id,primary_scenario,fingerprint,candidate,scenario_observations,oos_windows,oos_gap_to_10,oos_gap_to_20,evidence_status,coverage_status,eligibility_status,research_priority,recommended_action
UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,TRACK_B_FACTOR_AGREEMENT,12,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,TRACK_C_FACTOR_INTERACTION,12,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,TRACK_C_REGIME_AWARE,12,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,TRACK_C_SCENARIO_WEAPON,12,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,TRACK_B_BASELINE_FAILURE,11,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,TRACK_B_CONDITIONAL_SCORE,11,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,TRACK_B_FACTOR_AGREEMENT,11,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,TRACK_C_FACTOR_INTERACTION,11,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,TRACK_C_REGIME_AWARE,11,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,TRACK_C_SCENARIO_WEAPON,11,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_28,TREND_DOWN,17c4bc482d33330e,TRACK_B_BASELINE_FAILURE,11,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_28,TREND_DOWN,17c4bc482d33330e,TRACK_B_CONDITIONAL_SCORE,11,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_28,TREND_DOWN,17c4bc482d33330e,TRACK_B_FACTOR_AGREEMENT,11,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_28,TREND_DOWN,17c4bc482d33330e,TRACK_C_FACTOR_INTERACTION,11,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_28,TREND_DOWN,17c4bc482d33330e,TRACK_C_REGIME_AWARE,11,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_28,TREND_DOWN,17c4bc482d33330e,TRACK_C_SCENARIO_WEAPON,11,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_14,TREND_UP,0488aa61a160ea49,TRACK_B_BASELINE_FAILURE,10,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_14,TREND_UP,0488aa61a160ea49,TRACK_B_CONDITIONAL_SCORE,10,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_14,TREND_UP,0488aa61a160ea49,TRACK_B_FACTOR_AGREEMENT,10,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_14,TREND_UP,0488aa61a160ea49,TRACK_C_FACTOR_INTERACTION,10,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_14,TREND_UP,0488aa61a160ea49,TRACK_C_REGIME_AWARE,10,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_14,TREND_UP,0488aa61a160ea49,TRACK_C_SCENARIO_WEAPON,10,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_33,TREND_DOWN,988b3f1605642100,TRACK_C_FACTOR_INTERACTION,10,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_33,TREND_DOWN,988b3f1605642100,TRACK_C_REGIME_AWARE,10,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_33,TREND_DOWN,988b3f1605642100,TRACK_C_SCENARIO_WEAPON,10,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,RESEARCHABLE_NO_EVIDENCE,MEDIUM,START_OOS_RESEARCH
UNEXPLORED_48,LOW_VOL,c80defeab6d188b3,TRACK_B_BASELINE_FAILURE,8,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_48,LOW_VOL,c80defeab6d188b3,TRACK_B_CONDITIONAL_SCORE,8,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_48,LOW_VOL,c80defeab6d188b3,TRACK_B_FACTOR_AGREEMENT,8,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_48,LOW_VOL,c80defeab6d188b3,TRACK_C_FACTOR_INTERACTION,8,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_48,LOW_VOL,c80defeab6d188b3,TRACK_C_REGIME_AWARE,8,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_48,LOW_VOL,c80defeab6d188b3,TRACK_C_SCENARIO_WEAPON,8,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_29,TREND_DOWN,f8d582f6f5eae30a,TRACK_B_BASELINE_FAILURE,6,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_29,TREND_DOWN,f8d582f6f5eae30a,TRACK_B_CONDITIONAL_SCORE,6,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_29,TREND_DOWN,f8d582f6f5eae30a,TRACK_B_FACTOR_AGREEMENT,6,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_29,TREND_DOWN,f8d582f6f5eae30a,TRACK_C_FACTOR_INTERACTION,6,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_29,TREND_DOWN,f8d582f6f5eae30a,TRACK_C_REGIME_AWARE,6,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_29,TREND_DOWN,f8d582f6f5eae30a,TRACK_C_SCENARIO_WEAPON,6,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_50,LOW_VOL,541d282d55435420,TRACK_B_BASELINE_FAILURE,6,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_50,LOW_VOL,541d282d55435420,TRACK_B_CONDITIONAL_SCORE,6,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_50,LOW_VOL,541d282d55435420,TRACK_B_FACTOR_AGREEMENT,6,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_50,LOW_VOL,541d282d55435420,TRACK_C_FACTOR_INTERACTION,6,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_50,LOW_VOL,541d282d55435420,TRACK_C_REGIME_AWARE,6,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_50,LOW_VOL,541d282d55435420,TRACK_C_SCENARIO_WEAPON,6,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_27,FLAT,781a8762235d82c2,TRACK_B_BASELINE_FAILURE,5,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_27,FLAT,781a8762235d82c2,TRACK_B_CONDITIONAL_SCORE,5,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_27,FLAT,781a8762235d82c2,TRACK_B_FACTOR_AGREEMENT,5,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_27,FLAT,781a8762235d82c2,TRACK_C_FACTOR_INTERACTION,5,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_27,FLAT,781a8762235d82c2,TRACK_C_REGIME_AWARE,5,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_27,FLAT,781a8762235d82c2,TRACK_C_SCENARIO_WEAPON,5,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_34,TREND_DOWN,c95d5d654f98d00f,TRACK_B_BASELINE_FAILURE,5,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_34,TREND_DOWN,c95d5d654f98d00f,TRACK_B_CONDITIONAL_SCORE,5,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_34,TREND_DOWN,c95d5d654f98d00f,TRACK_B_FACTOR_AGREEMENT,5,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_34,TREND_DOWN,c95d5d654f98d00f,TRACK_C_FACTOR_INTERACTION,5,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_34,TREND_DOWN,c95d5d654f98d00f,TRACK_C_REGIME_AWARE,5,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_34,TREND_DOWN,c95d5d654f98d00f,TRACK_C_SCENARIO_WEAPON,5,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_18,CHOPPY,805568ee4a55f676,TRACK_B_BASELINE_FAILURE,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_18,CHOPPY,805568ee4a55f676,TRACK_B_CONDITIONAL_SCORE,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_18,CHOPPY,805568ee4a55f676,TRACK_B_FACTOR_AGREEMENT,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_18,CHOPPY,805568ee4a55f676,TRACK_C_FACTOR_INTERACTION,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_18,CHOPPY,805568ee4a55f676,TRACK_C_REGIME_AWARE,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_18,CHOPPY,805568ee4a55f676,TRACK_C_SCENARIO_WEAPON,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_22,TREND_DOWN,7dd654042398d311,TRACK_B_BASELINE_FAILURE,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_22,TREND_DOWN,7dd654042398d311,TRACK_B_CONDITIONAL_SCORE,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_22,TREND_DOWN,7dd654042398d311,TRACK_B_FACTOR_AGREEMENT,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_22,TREND_DOWN,7dd654042398d311,TRACK_C_FACTOR_INTERACTION,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_22,TREND_DOWN,7dd654042398d311,TRACK_C_REGIME_AWARE,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_22,TREND_DOWN,7dd654042398d311,TRACK_C_SCENARIO_WEAPON,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_24,TREND_UP,56b9948f187d1544,TRACK_B_BASELINE_FAILURE,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_24,TREND_UP,56b9948f187d1544,TRACK_B_CONDITIONAL_SCORE,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_24,TREND_UP,56b9948f187d1544,TRACK_B_FACTOR_AGREEMENT,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_24,TREND_UP,56b9948f187d1544,TRACK_C_FACTOR_INTERACTION,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_24,TREND_UP,56b9948f187d1544,TRACK_C_REGIME_AWARE,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_24,TREND_UP,56b9948f187d1544,TRACK_C_SCENARIO_WEAPON,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_35,CHOPPY,82ce59f078fed6c1,TRACK_B_BASELINE_FAILURE,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_35,CHOPPY,82ce59f078fed6c1,TRACK_B_CONDITIONAL_SCORE,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_35,CHOPPY,82ce59f078fed6c1,TRACK_B_FACTOR_AGREEMENT,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_35,CHOPPY,82ce59f078fed6c1,TRACK_C_FACTOR_INTERACTION,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_35,CHOPPY,82ce59f078fed6c1,TRACK_C_REGIME_AWARE,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
UNEXPLORED_35,CHOPPY,82ce59f078fed6c1,TRACK_C_SCENARIO_WEAPON,4,0,10,20,UNAVAILABLE,NO_WEAPON_EVIDENCE,INSUFFICIENT_SCENARIO_HISTORY,LOW,COLLECT_SCENARIO_HISTORY
