trade_date,candidate,scenario_id,primary_scenario,fingerprint,spread
2026-05-28,TRACK_B_BASELINE_FAILURE,,,,-1.5142299999999997
2026-05-28,TRACK_B_CONDITIONAL_SCORE,,,,1.01691
2026-05-28,TRACK_B_FACTOR_AGREEMENT,,,,0.8625111111111115
2026-05-29,TRACK_B_BASELINE_FAILURE,UNEXPLORED_46,CHOPPY,9e7e6af0fb384ff0,-0.07881000000000005
2026-05-29,TRACK_B_CONDITIONAL_SCORE,UNEXPLORED_46,CHOPPY,9e7e6af0fb384ff0,0.7310899999999998
2026-05-29,TRACK_B_FACTOR_AGREEMENT,UNEXPLORED_46,CHOPPY,9e7e6af0fb384ff0,1.1355888888888885
2026-06-01,TRACK_B_BASELINE_FAILURE,UNEXPLORED_30,TREND_DOWN,9bb208b0035bbc7f,-0.8342900000000006
2026-06-01,TRACK_B_CONDITIONAL_SCORE,UNEXPLORED_30,TREND_DOWN,9bb208b0035bbc7f,-0.5678399999999999
2026-06-01,TRACK_B_FACTOR_AGREEMENT,UNEXPLORED_30,TREND_DOWN,9bb208b0035bbc7f,-1.298733333333334
2026-06-02,TRACK_B_BASELINE_FAILURE,UNEXPLORED_20,TREND_DOWN,d59364ccfbbaa9f5,0.21321
2026-06-02,TRACK_B_CONDITIONAL_SCORE,UNEXPLORED_20,TREND_DOWN,d59364ccfbbaa9f5,-1.7823400000000003
2026-06-02,TRACK_B_FACTOR_AGREEMENT,UNEXPLORED_20,TREND_DOWN,d59364ccfbbaa9f5,-3.971833333333333
2026-06-03,TRACK_B_BASELINE_FAILURE,UNEXPLORED_20,TREND_DOWN,d59364ccfbbaa9f5,0.87958
2026-06-03,TRACK_B_CONDITIONAL_SCORE,UNEXPLORED_20,TREND_DOWN,d59364ccfbbaa9f5,0.24938999999999978
2026-06-03,TRACK_B_FACTOR_AGREEMENT,UNEXPLORED_20,TREND_DOWN,d59364ccfbbaa9f5,-1.0752555555555556
2026-06-04,TRACK_B_BASELINE_FAILURE,UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,3.23482
2026-06-04,TRACK_B_CONDITIONAL_SCORE,UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,-0.47358999999999996
2026-06-04,TRACK_B_FACTOR_AGREEMENT,UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,-1.961122222222222
2026-06-05,TRACK_B_BASELINE_FAILURE,UNEXPLORED_20,TREND_DOWN,d59364ccfbbaa9f5,3.88072
2026-06-05,TRACK_B_CONDITIONAL_SCORE,UNEXPLORED_20,TREND_DOWN,d59364ccfbbaa9f5,2.29586
